Name,Clothing,Category,Weight,ID,No,ID_W
pant_1_move10_001_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_002_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_003_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_004_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_005_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_006_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_007_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_008_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_009_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_010_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_011_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_012_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_013_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_014_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_015_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_016_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_017_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_018_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_019_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_020_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_021_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_022_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_023_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_024_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_025_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_026_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_027_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_028_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_029_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_030_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_031_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_032_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_033_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_034_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_035_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_036_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_037_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_038_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_039_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_040_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_041_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_042_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_043_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_044_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_045_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_046_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_047_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_048_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_049_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_050_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_051_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_052_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_053_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_054_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_055_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_056_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_057_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_058_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_059_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_060_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_061_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_062_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_063_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_064_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_065_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_066_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_067_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_068_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_069_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_070_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_071_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_072_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_073_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_074_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_075_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_076_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_077_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_078_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_079_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_080_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_081_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_082_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_083_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_084_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_085_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_086_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_087_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_088_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_089_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_090_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_091_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_092_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_093_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_094_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_095_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_096_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_097_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_098_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_099_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_100_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_101_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_102_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_103_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_104_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_105_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_106_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_107_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_108_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_109_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_110_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_111_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_112_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_113_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_114_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_115_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_116_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_117_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_118_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_119_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_120_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_121_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_122_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_123_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_124_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_125_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_126_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_127_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_128_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_129_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_130_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_131_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_132_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_133_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_134_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_135_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_136_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_137_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_138_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_139_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_140_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_141_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_142_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_143_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_144_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_145_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_146_depth_masked.png,pant_one,PANT,medium,0,1,1
pant_1_move10_147_depth_masked.png,pant_one,PANT,medium,0,1,1
