Name,Clothing,Category,Weight,ID,No,ID_W
shirt_1_move10_001_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_002_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_003_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_004_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_005_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_006_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_007_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_008_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_009_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_010_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_011_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_012_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_013_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_014_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_015_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_016_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_017_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_018_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_019_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_020_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_021_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_022_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_023_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_024_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_025_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_026_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_027_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_028_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_029_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_030_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_031_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_032_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_033_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_034_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_035_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_036_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_037_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_038_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_039_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_040_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_041_depth_masked.png,shirt_one,SHIRT,medium,1,2,1
